"Año Factura","Valor Cvu A Vc","Valor Cvu A Gnc","Estado Civil","Pais Residencia","Cant Polizas","Rango Edades","Genero","Rango Vlr Anticipos Polizas","Rango Vlr Disponible Polizas","Empresa Cvu Cv","Anio Mes Compro 1ra Poliza","Zonas Ciudades Cli","Fecha Factura","Ciudad Origen","Ciudad Destino","Nombre Proveedor","Valor Presupuesto Servicios Ppto","No. Factura","Mes Nombre Factura","Nombre Asesor Servicios Ppto","Cod Tipos Servicio","Nombre Director","Valor Total Neto Factura","Valor Base Comisionable","Mes Factura","Valor Total Item Factura","Valor Total Neto Item Factura"
"2017","","","","","","","","","","Circular","","","2017/12/11 00:00:00","","","","96242543","240100242705","Diciembre","ANGIE TATIANA GARCIA SANTA","-3","MONICA ALEJANDRA PARRA BEDOYA","","0","12","12067","10140"
"2017","","","","","","","","","","Circular","","","2017/12/11 00:00:00","","","","96242543","240100242734","Diciembre","ANA MILENA CHAVES ORTIZ","-3","LEILA MILENA RIVERA NIÑO","","0","12","12067","10140"
"2017","","","","","","","","","","Circular","","","2017/12/11 00:00:00","","","","96242543","240100242735","Diciembre","ANA MILENA CHAVES ORTIZ","-3","LEILA MILENA RIVERA NIÑO","","0","12","12067","10140"
"2017","","","","","","","","","","Circular","","","2017/12/27 00:00:00","","","","50000000","240500055435","Diciembre","PATRICIA MARIA GONZALEZ GARCIA","-3","TATIANA ALEXANDRA BERMUDEZ DE ALBA","","0","12","33320","28000"
"2017","","","","","","","","","","Circular","","","2017/12/07 00:00:00","","","","125824000","241200023272","Diciembre","CLAUDIA YANETH ALVARADO FONSECA","-4","MONICA ALEJANDRA PARRA BEDOYA","","0","12","214700","180420"
"2017","","","","","","","","","","Circular","","","2017/12/11 00:00:00","","","","125824000","241200023280","Diciembre","CLAUDIA YANETH ALVARADO FONSECA","-4","MONICA ALEJANDRA PARRA BEDOYA","","0","12","165096","138736"
"2017","","","","","","","","","","Circular","","","2017/12/22 00:00:00","","","","125824000","241200023309","Diciembre","CLAUDIA YANETH ALVARADO FONSECA","-4","MONICA ALEJANDRA PARRA BEDOYA","","0","12","52907","44460"
"2017","","","","","","","","","","Circular","","","2017/12/30 00:00:00","","","","125824000","241200023335","Diciembre","CLAUDIA YANETH ALVARADO FONSECA","-3","MONICA ALEJANDRA PARRA BEDOYA","","0","12","101400","101400"
"2017","","","","","","","","","","Circular","","","2017/12/14 00:00:00","","","","60000000","240700018843","Diciembre","LUISA FERNANDA MONTOYA MORALES","-3","CAROLINA MONTOYA SEPULVEDA","","0","12","120666","101400"
"2017","","","","","","","","","","Circular","","","2017/12/26 00:00:00","","","","60000000","240700018889","Diciembre","LUISA FERNANDA MONTOYA MORALES","-3","CAROLINA MONTOYA SEPULVEDA","","0","12","33320","28000"
"2017","","","","","","","","","","Circular","","","2017/12/27 00:00:00","","","","60000000","240700018901","Diciembre","LUISA FERNANDA MONTOYA MORALES","-3","CAROLINA MONTOYA SEPULVEDA","","0","12","120666","101400"
"2017","","","","","","","","","","Circular","","","2017/12/27 00:00:00","","","","60000000","240700018901","Diciembre","LUISA FERNANDA MONTOYA MORALES","49","CAROLINA MONTOYA SEPULVEDA","","10924","12","13000","10924"
"2017","","","","","","","","","","Circular","","","2017/12/14 00:00:00","","","","93000000","241200023296","Diciembre","ANDREA CATALINA CARDOZO MUÑOZ","-3","DORIS ALBA LOPEZ","","0","12","33320","28000"
"2017","","","","","","","","","","Circular","","","2017/12/15 00:00:00","","","","93000000","241200023297","Diciembre","ANDREA CATALINA CARDOZO MUÑOZ","-4","DORIS ALBA LOPEZ","","0","12","53818","45225"
"2017","","","","","","","","","","Circular","","","2017/12/18 00:00:00","","","","93000000","241200023301","Diciembre","ANDREA CATALINA CARDOZO MUÑOZ","-3","DORIS ALBA LOPEZ","","0","12","180999","152100"
"2017","","","","","","","","","","Circular","","","2017/12/06 00:00:00","","","","112234000","243000009541","Diciembre","CRISTIAN DAVID PINZON ROMERO","49","LEILA MILENA RIVERA NIÑO","","16807","12","20000","16807"
"2017","","","","","","","","","","Circular","","","2017/12/21 00:00:00","","","","112234000","243000009574","Diciembre","CRISTIAN DAVID PINZON ROMERO","-3","LEILA MILENA RIVERA NIÑO","","0","12","50700","50700"
"2017","","","","","","","","","","Circular","","","2017/12/28 00:00:00","","","","85000000","240500055444","Diciembre","AMALFY DE JESUS POLO ROVIRA","-4","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","0","12","1007955","847020"
"2017","","","","","","","","","","Circular","","","2017/12/13 00:00:00","","","","85000000","240600030574","Diciembre","FRANCY MAYERLY BAUTISTA PEÑA","-4","CHRISTIAN CAMILO MENDOZA ARIZA","","0","12","100960","84840"
"2017","","","","","","","","","","Circular","","","2017/12/16 00:00:00","","","","95397000","241300008123","Diciembre","YENNY PAOLA VELA ARIAS","-4","MONICA ALEJANDRA PARRA BEDOYA","","0","12","214128","179940"
"2017","","","","","","","","","","Circular","","","2017/12/26 00:00:00","","","","95397000","241300008135","Diciembre","INGRID TATIANA GUTIERREZ SERRANO","-4","MONICA ALEJANDRA PARRA BEDOYA","","0","12","52872","44430"
"2017","","","","","","","","","","Circular","","","2017/12/28 00:00:00","","","","95397000","241300008142","Diciembre","INGRID TATIANA GUTIERREZ SERRANO","-4","MONICA ALEJANDRA PARRA BEDOYA","","0","12","1134980","953764"
"2017","","","","","","","","","","Circular","","","2017/12/07 00:00:00","","","","82575000","241900006570","Diciembre","ANDRES MAURICIO DE LA OSSA ESPITIA","-3","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","0","12","33320","28000"
"2017","","","","","","","","","","Circular","","","2017/12/11 00:00:00","","","","82575000","241900006573","Diciembre","ANDRES MAURICIO DE LA OSSA ESPITIA","-3","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","0","12","33320","28000"
"2017","","","","","","","","","","Circular","","","2017/12/11 00:00:00","","","","82575000","241900006573","Diciembre","ANDRES MAURICIO DE LA OSSA ESPITIA","49","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","5462","12","6500","5462"
"2017","","","","","","","","","","Circular","","","2017/12/22 00:00:00","","","","82575000","241900006601","Diciembre","ANDRES MAURICIO DE LA OSSA ESPITIA","-3","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","0","12","66640","56000"
"2017","","","","","","","","","","Circular","","","2017/12/04 00:00:00","","","","157886500","240600030524","Diciembre","IVAN DARIO ACELA","-4","CHRISTIAN CAMILO MENDOZA ARIZA","","0","12","200320","168336"
"2017","","","","","","","","","","Circular","","","2017/12/21 00:00:00","","","","157886500","240600030620","Diciembre","IVAN DARIO ACELA","-3","CHRISTIAN CAMILO MENDOZA ARIZA","","0","12","120666","101400"
"2017","","","","","","","","","","Circular","","","2017/12/06 00:00:00","","","","89800500","241400007528","Diciembre","YAJAIRA LOPEZ BECERRA","-3","CHRISTIAN CAMILO MENDOZA ARIZA","","0","12","93653","78700"
"2017","","","","","","","","","","Circular","","","2017/12/09 00:00:00","","","","89800500","241400007535","Diciembre","YAJAIRA LOPEZ BECERRA","-3","CHRISTIAN CAMILO MENDOZA ARIZA","","0","12","60333","50700"
"2017","","","","","","","","","","Circular","","","2017/12/09 00:00:00","","","","89800500","241400007535","Diciembre","YAJAIRA LOPEZ BECERRA","49","CHRISTIAN CAMILO MENDOZA ARIZA","","10924","12","13000","10924"
"2017","","","","","","","","","","Circular","","","2017/12/12 00:00:00","","","","89800500","241400007538","Diciembre","MARTHA LORENA JACOME ANAYA","-3","CHRISTIAN CAMILO MENDOZA ARIZA","","0","12","133280","112000"
"2017","","","","","","","","","","Circular","","","2017/12/12 00:00:00","","","","89800500","241400007538","Diciembre","MARTHA LORENA JACOME ANAYA","-4","CHRISTIAN CAMILO MENDOZA ARIZA","","0","12","530824","446072"
"2017","","","","","","","","","","Circular","","","2017/12/12 00:00:00","","","","89800500","241400007538","Diciembre","MARTHA LORENA JACOME ANAYA","67","CHRISTIAN CAMILO MENDOZA ARIZA","","111442","12","132616","111442"
"2017","","","","","","","","","","Circular","","","2017/12/19 00:00:00","","","","89800500","241400007557","Diciembre","MARTHA LORENA JACOME ANAYA","-3","CHRISTIAN CAMILO MENDOZA ARIZA","","0","12","180999","152100"
"2017","","","","","","","","","","Circular","","","2017/12/30 00:00:00","","","","89800500","241400007573","Diciembre","YAJAIRA LOPEZ BECERRA","-4","CHRISTIAN CAMILO MENDOZA ARIZA","","0","12","259219","217832"
"2017","","","","","","","","","","Circular","","","2017/12/30 00:00:00","","","","89800500","241400007574","Diciembre","MARTHA LORENA JACOME ANAYA","-3","CHRISTIAN CAMILO MENDOZA ARIZA","","0","12","196664","165264"
"2017","","","","","","","","","","Circular","","","2017/12/30 00:00:00","","","","89800500","241400007574","Diciembre","MARTHA LORENA JACOME ANAYA","-4","CHRISTIAN CAMILO MENDOZA ARIZA","","0","12","326688","274528"
"2017","","","","","","","","","","Circular","","","2017/12/30 00:00:00","","","","89800500","241400007574","Diciembre","MARTHA LORENA JACOME ANAYA","67","CHRISTIAN CAMILO MENDOZA ARIZA","","91993","12","109471","91993"
"2017","","","","","","","","","","Circular","","","2017/12/05 00:00:00","","","","92615434","240400069013","Diciembre","SANDRA PATRICIA CHAVEZ DEL CASTILLO","-4","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","0","12","106850","89790"
"2017","","","","","","","","","","Circular","","","2017/12/06 00:00:00","","","","92615434","240400069047","Diciembre","DAYANIS MARIA NAVARRO OSORIO","-4","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","0","12","164001","137816"
"2017","","","","","","","","","","Circular","","","2017/12/06 00:00:00","","","","92615434","240400069053","Diciembre","DAYANIS MARIA NAVARRO OSORIO","-3","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","0","12","60333","50700"
"2017","","","","","","","","","","Circular","","","2017/12/12 00:00:00","","","","92615434","240400069105","Diciembre","RUTH MARIEL ROSALES ALGARIN","-4","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","0","12","100426","84392"
"2017","","","","","","","","","","Circular","","","2017/12/13 00:00:00","","","","92615434","240400069129","Diciembre","STELLA PATRICIA CERRA ARMENTA","-3","TATIANA ALEXANDRA BERMUDEZ DE ALBA","","0","12","120666","101400"
"2017","","","","","","","","","","Circular","","","2017/12/14 00:00:00","","","","92615434","240400069146","Diciembre","SANDRA PATRICIA CHAVEZ DEL CASTILLO","49","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","25336","12","30150","25336"
"2017","","","","","","","","","","Circular","","","2017/12/15 00:00:00","","","","92615434","240400069152","Diciembre","RUTH MARIEL ROSALES ALGARIN","-4","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","0","12","492495","413862"
"2017","","","","","","","","","","Circular","","","2017/12/15 00:00:00","","","","92615434","240400069171","Diciembre","SANDRA PATRICIA CHAVEZ DEL CASTILLO","49","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","25202","12","29990","25202"
"2017","","","","","","","","","","Circular","","","2017/12/18 00:00:00","","","","92615434","240400069182","Diciembre","DAYANIS MARIA NAVARRO OSORIO","-3","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","0","12","60333","50700"
"2017","","","","","","","","","","Circular","","","2017/12/19 00:00:00","","","","92615434","240400069215","Diciembre","STELLA PATRICIA CERRA ARMENTA","-4","TATIANA ALEXANDRA BERMUDEZ DE ALBA","","0","12","162906","136896"
"2017","","","","","","","","","","Circular","","","2017/12/19 00:00:00","","","","92615434","240400069216","Diciembre","STELLA PATRICIA CERRA ARMENTA","-4","TATIANA ALEXANDRA BERMUDEZ DE ALBA","","0","12","325812","273792"
"2017","","","","","","","","","","Circular","","","2017/12/20 00:00:00","","","","92615434","240400069234","Diciembre","STELLA PATRICIA CERRA ARMENTA","-4","TATIANA ALEXANDRA BERMUDEZ DE ALBA","","0","12","53050","44580"
"2017","","","","","","","","","","Circular","","","2017/12/27 00:00:00","","","","92615434","240400069311","Diciembre","DAISY DEL CARMEN BRIEVA ZARANTE","-3","TATIANA ALEXANDRA BERMUDEZ DE ALBA","","0","12","60333","50700"
"2017","","","","","","","","","","Circular","","","2017/12/29 00:00:00","","","","92615434","240400069380","Diciembre","RUTH MARIEL ROSALES ALGARIN","-4","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","0","12","163344","137264"
"2017","","","","","","","","","","Circular","","","2017/12/04 00:00:00","","","","82000000","240100242427","Diciembre","CLAUDIA JULIETT RODRIGUEZ ESCOBAR","-4","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","0","12","661328","555740"
"2017","","","","","","","","","","Circular","","","2017/12/19 00:00:00","","","","82000000","240100243166","Diciembre","CLAUDIA JULIETT RODRIGUEZ ESCOBAR","-3","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","0","12","180999","152100"
"2017","","","","","","","","","","Circular","","","2017/12/15 00:00:00","","","","140000000","241800008564","Diciembre","SANDRA JANETHE FUENTES VARGAS","-3","LEILA MILENA RIVERA NIÑO","","0","12","202800","202800"
"2017","","","","","","","","","","Circular","","","2017/12/27 00:00:00","","","","140000000","241800008591","Diciembre","SANDRA JANETHE FUENTES VARGAS","-3","LEILA MILENA RIVERA NIÑO","","0","12","33320","28000"
"2017","","","","","","","","","","Circular","","","2017/12/28 00:00:00","","","","140000000","241800008603","Diciembre","SANDRA JANETHE FUENTES VARGAS","-4","LEILA MILENA RIVERA NIÑO","","0","12","334854","281390"
"2017","","","","","","","","","","Circular","","","2017/12/22 00:00:00","","","","111987000","240900053969","Diciembre","CLAUDIA PATRICIA ALARCON ROPERO","-4","MONICA ALEJANDRA PARRA BEDOYA","","0","12","793280","666624"
"2017","","","","","","","","","","Circular","","","2017/12/18 00:00:00","","","","96337000","240700018852","Diciembre","EDWIN ANDRES ARIAS MEJIA","-3","ANA YULIETH OSPINA GIRALDO","","0","12","66640","56000"
"2017","","","","","","","","","","Circular","","","2017/12/18 00:00:00","","","","96337000","240700018852","Diciembre","EDWIN ANDRES ARIAS MEJIA","49","ANA YULIETH OSPINA GIRALDO","","5462","12","6500","5462"
"2017","","","","","","","","","","Circular","","","2017/12/19 00:00:00","","","","96337000","240700018862","Diciembre","EDWIN ANDRES ARIAS MEJIA","-3","ANA YULIETH OSPINA GIRALDO","","0","12","33320","28000"
"2017","","","","","","","","","","Circular","","","2017/12/14 00:00:00","","","","74974396","240400069130","Diciembre","KIMBERLY SANTAMARIA PAJARO","-4","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","0","12","100460","84420"
"2017","","","","","","","","","","Circular","","","2017/12/15 00:00:00","","","","74974396","240400069175","Diciembre","KIMBERLY SANTAMARIA PAJARO","-4","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","0","12","339037","284905"
"2017","","","","","","","","","","Circular","","","2017/12/18 00:00:00","","","","74974396","240400069178","Diciembre","KIMBERLY SANTAMARIA PAJARO","-4","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","0","12","753021","632789"
"2017","","","","","","","","","","Circular","","","2017/12/18 00:00:00","","","","74974396","240400069178","Diciembre","KIMBERLY SANTAMARIA PAJARO","72","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","221774","12","263804","221667"
"2017","","","","","","","","","","Circular","","","2017/12/19 00:00:00","","","","74974396","240400069208","Diciembre","KIMBERLY SANTAMARIA PAJARO","-4","BRIGITTE ANGELICA CARDENAS BERMUDEZ","","0","12","339037","284905"
"2017","","","","","","","","","","Circular","","","2017/12/06 00:00:00","","","","78200000","240800118237","Diciembre","ETILSA MARIA OCAMPO MENA","-3","MAGNOLIA MENDOZA PEÑA","","0","12","33320","28000"
"2017","","","","","","","","","","Circular","","","2017/12/14 00:00:00","","","","78200000","240800118309","Diciembre","KEIDER ALBERTO CAPARROSO VILLEGAS","-3","MAGNOLIA MENDOZA PEÑA","","0","12","66640","56000"
"2017","","","","","","","","","","Circular","","","2017/12/18 00:00:00","","","","78200000","240800118341","Diciembre","KEIDER ALBERTO CAPARROSO VILLEGAS","-4","MAGNOLIA MENDOZA PEÑA","","0","12","199720","167832"
"2017","","","","","","","","","","Circular","","","2017/12/19 00:00:00","","","","78200000","240800118353","Diciembre","ETILSA MARIA OCAMPO MENA","-3","MAGNOLIA MENDOZA PEÑA","","0","12","180999","152100"
"2017","","","","","","","","","","Circular","","","2017/12/27 00:00:00","","","","78200000","240800118432","Diciembre","ERIC FERNANDO IRIARTE MIRANDA","-4","MAGNOLIA MENDOZA PEÑA","","0","12","671970","564680"
"2017","","","","","","","","","","Circular","","","2017/12/18 00:00:00","","","","102186666","240100243084","Diciembre","JORGE YESID RAMIREZ OSPINA","-4","LEILA MILENA RIVERA NIÑO","","0","12","1476504","1240758"
